Id,Code,Description,Service,Workset,Wall,Structural,Bearing
23214975,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23214982,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23214984,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23214987,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23214988,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23214992,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23214994,GF.WL.067,PRECAST,Piping,BIMMS_OPEs_Precst,21_RHD_cellular_concrete_200_M1CE,No,Non-bearing
23214998,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23215028,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23215034,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23217095,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23217118,,PLASTBOARD,Piping,BIMMS_OPEs_Precst,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23225508,GF.WL.210,Gypsum Board,Piping,BIMMS_OPEs_Gypsum,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_reinforced_S4BE,No,Non-bearing
23228040,GF.WL.202,Gypsum Board,Piping,BIMMS_OPEs_Gypsum,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_S4BB,No,Non-bearing
23233385,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23233468,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23235073,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23238020,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23238023,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BH,No,Non-bearing
23238026,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BH,No,Non-bearing
23239993,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23243764,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23243767,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23243772,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23243774,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23243777,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23252728,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23309569,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23309838,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23322552,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23322559,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23322562,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23322564,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23322566,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23322568,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23322570,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23322572,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23322574,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23323879,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23323897,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324194,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324215,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324241,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324377,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324402,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324418,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324447,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324483,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324510,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324547,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324577,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324615,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324769,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324794,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324823,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324836,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324846,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324871,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324883,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324897,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324924,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324937,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324966,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324987,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23324997,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325014,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325027,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325038,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325053,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325071,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325136,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325158,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325175,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325296,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325298,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325299,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325410,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325423,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325438,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325448,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325456,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325956,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325978,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23325995,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326016,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326028,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326035,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326059,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326103,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326133,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326161,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326234,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326251,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326264,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326292,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326310,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326339,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326352,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326429,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326496,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326541,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326565,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326586,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326732,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23326970,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23327405,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23329358,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23329360,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23329669,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23329670,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23329695,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23329696,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23329760,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23329796,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23329821,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23329853,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23330512,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23330632,GF.WL.033,PRECAST,Cable Containment,BIMMS_OPEs_Precst,21_RHD_cellular_concrete_300_F90A_M1DA,Yes,Bearing
23330694,GF.WL.342,PRECAST,Cable Containment,BIMMS_OPEs_Precst,21_RHD_cellular_concrete_300_F90A_M1DA,Yes,Bearing
23357069,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23363660,GF.WL.083,PRECAST,Duct,BIMMS_OPEs_Precst,21_RHD_cellular_concrete_300_F90AM_M1DB,No,Non-bearing
23371981,GF.WL.220,Gypsum Board,Cable Containment,BIMMS_OPEs_Gypsum,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BF,No,Non-bearing
23373211,GF.WL.290,Gypsum Board,Piping,BIMMS_OPEs_Gypsum,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BF,No,Non-bearing
23373254,GF.WL.289,Gypsum Board,Piping,BIMMS_OPEs_Gypsum,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BF,No,Non-bearing
23383971,GF.WL.233,Gypsum Board,Piping,BIMMS_OPEs_Gypsum,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23391766,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_S4BA,No,Non-bearing
23400442,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_S4BA,No,Non-bearing
23400969,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_S4BA,No,Non-bearing
23401097,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_S4BA,No,Non-bearing
23401189,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_S4BA,No,Non-bearing
23403647,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BG,No,Non-bearing
23403767,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_S4BB,No,Non-bearing
23404297,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_S4BB,No,Non-bearing
23404424,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_S4BB,No,Non-bearing
23404526,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BG,No,Non-bearing
23405078,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BG,No,Non-bearing
23405155,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BG,No,Non-bearing
23405275,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BG,No,Non-bearing
23405588,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BG,No,Non-bearing
23405823,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23405947,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23406004,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23406448,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23406574,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23406708,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23407209,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23407245,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23407309,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23407341,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23407405,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23407435,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23407599,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23407688,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23407798,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23407891,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23407893,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23407970,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23408055,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23408130,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23408234,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23408286,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23408330,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23408345,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23408373,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23408411,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23408425,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23408427,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23408472,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BF,No,Non-bearing
23408553,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BF,No,Non-bearing
23408606,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BF,No,Non-bearing
23408724,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BF,No,Non-bearing
23408836,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BF,No,Non-bearing
23408888,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BF,No,Non-bearing
23408964,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BF,No,Non-bearing
23409010,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BF,No,Non-bearing
23409196,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BG,No,Non-bearing
23409353,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BG,No,Non-bearing
23409410,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BG,No,Non-bearing
